CustomerID	Country	I	Iu	Imax	Mep	Lep	AvgUP	AvgCart	Icheap	Iavg	Iexp	CustomerType
14242.0	United Kingdom	123	13	140	12,75	0,85	3,720625000000001	0,16666666666666666	82	35	6	low-spending
12356.0	Portugal	1573	52	240	12,75	0,42	2,9460344827586202	0,25	1310	134	129	high-spending
13898.0	United Kingdom	133	12	344	8,5	0,19	2,6141666666666667	0,08333333333333333	108	20	5	low-spending
16948.0	United Kingdom	1614	15	252	5,45	0,04	1,1131578947368423	0,25	1596	0	18	low-spending
16997.0	United Kingdom	360	7	229	1,95	1,95	1,9499999999999995	0,25	360	0	0	medium-spending
12527.0	Germany	233	17	552	8,5	0,42	2,0429411764705883	0,25	148	78	7	low-spending
15395.0	United Kingdom	17	7	206	8,5	4,95	6,542857142857143	0,08333333333333333	0	0	17	low-spending
12510.0	Spain	347	28	429	7,95	0,85	2,7319354838709686	0,16666666666666666	220	88	39	medium-spending
G541493	United Kingdom	196	30	324	16,63	1,63	5,169374999999999	0,08333333333333333	20	29	147	high-spending
G541494	United Kingdom	5	5	292	1,65	1,25	1,41	0,08333333333333333	5	0	0	low-spending
G541495	United Kingdom	22	14	326	14,13	2,46	6,149285714285716	0,08333333333333333	0	5	17	low-spending
G541496	United Kingdom	17	15	146	16,63	1,63	6,293333333333332	0,08333333333333333	1	5	11	low-spending
G541497	United Kingdom	502	179	6	16,63	0,42	3,3231843575419022	0,08333333333333333	277	156	69	high-spending
G541506	United Kingdom	29	17	317	20,79	1,63	5,6364705882352935	0,08333333333333333	2	13	14	low-spending
G541507	United Kingdom	12	11	40	16,63	4,13	6,702727272727272	0,08333333333333333	0	0	12	low-spending
G541508	United Kingdom	33	23	204	29,17	0,79	7,854782608695652	0,08333333333333333	2	4	27	medium-spending
13263.0	United Kingdom	4773	448	8	16,95	0,12	2,236333732057404	2,833333333333333	3480	1018	275	medium-spending
14428.0	United Kingdom	436	108	161	25,0	0,42	4,181319444444443	0,4166666666666667	247	92	97	medium-spending
G541516	United Kingdom	262	130	244	19,96	0,42	3,3366153846153845	0,08333333333333333	116	78	68	high-spending
12665.0	Germany	36	2	340	1,25	1,25	1,25	0,08333333333333333	36	0	0	low-spending
12451.0	Switzerland	6574	264	170	16,95	0,12	2,3437110481586405	0,4166666666666667	5458	856	260	high-spending
12422.0	Australia	367	38	471	12,75	0,75	2,2934210526315795	0,25	252	106	9	medium-spending
17708.0	United Kingdom	91	28	288	8,5	0,79	3,144000000000001	0,16666666666666666	26	56	9	low-spending
14090.0	United Kingdom	72	1	322	1,06	1,06	1,06	0,08333333333333333	72	0	0	low-spending
15606.0	United Kingdom	892	48	203	8,5	0,42	3,7179220779220765	0,75	312	414	166	medium-spending
G541584	United Kingdom	33	23	116	16,63	0,79	5,48695652173913	0,08333333333333333	9	0	24	medium-spending
13310.0	United Kingdom	587	65	354	12,75	0,42	3,2480555555555535	0,25	408	122	57	medium-spending
15831.0	United Kingdom	1105	63	470	50,0	0,12	2,6416176470588244	0,25	1056	42	7	medium-spending
G541592	United Kingdom	652	209	262	20,79	0,42	3,002918660287081	0,08333333333333333	366	197	89	high-spending
14916.0	United Kingdom	1136	72	55	8,5	0,19	1,8205194805194809	0,3333333333333333	934	184	18	medium-spending
17602.0	United Kingdom	4151	335	19	14,95	0,19	1,9664464285714276	0,5	3358	667	126	high-spending
14572.0	United Kingdom	1428	190	439	19,95	0,04	2,9878888888888904	0,5833333333333334	842	449	137	medium-spending
13502.0	United Kingdom	264	17	6	9,95	0,29	1,7977777777777777	0,25	238	12	14	low-spending
14784.0	United Kingdom	237	15	201	39,95	0,29	3,860666666666667	0,16666666666666666	200	36	1	low-spending
15938.0	United Kingdom	240	13	516	8,5	0,83	2,3205555555555555	0,4166666666666667	194	44	2	low-spending
12637.0	France	2991	204	640	29,95	0,21	2,5393798449612395	0,6666666666666666	2103	697	191	high-spending
17418.0	United Kingdom	289	29	194	8,25	0,19	2,941666666666667	0,16666666666666666	202	61	26	medium-spending
G541652	United Kingdom	2	2	165	4,25	1,25	2,75	0,08333333333333333	1	0	1	low-spending
14779.0	United Kingdom	84	40	74	39,95	0,85	6,824390243902438	0,25	33	34	17	low-spending
16321.0	Australia	135	7	99	8,95	1,65	3,675	0,4166666666666667	48	72	15	low-spending
15262.0	United Kingdom	73	10	12	8,5	0,85	3,2950000000000004	0,08333333333333333	36	26	11	medium-spending
17862.0	United Kingdom	100	11	84	9,95	1,25	5,145454545454545	0,08333333333333333	38	48	14	medium-spending
12402.0	Belgium	92	10	119	2,95	1,65	2,12	0,08333333333333333	74	18	0	medium-spending
17771.0	United Kingdom	283	50	49	8,25	0,19	2,2877358490566038	0,16666666666666666	246	31	6	low-spending
15422.0	United Kingdom	38	6	66	4,25	0,85	3,016666666666667	0,16666666666666666	12	22	4	low-spending
13008.0	United Kingdom	175	14	44	3,75	0,29	1,7342857142857135	0,08333333333333333	161	14	0	medium-spending
14770.0	United Kingdom	490	49	53	12,75	0,42	3,4444230769230764	0,16666666666666666	380	72	38	medium-spending
16912.0	United Kingdom	1029	88	32	12,75	0,42	4,062871287128708	0,9166666666666666	647	174	208	medium-spending
G541692	United Kingdom	3	3	43	1,65	1,25	1,5166666666666666	0,08333333333333333	3	0	0	low-spending
G541695	United Kingdom	627	204	180	33,29	0,42	3,1314215686274496	0,08333333333333333	356	188	83	high-spending
G541696	United Kingdom	462	175	24	33,29	0,42	3,206971428571428	0,08333333333333333	262	125	75	high-spending
15174.0	United Kingdom	145	11	34	4,95	0,21	1,5490909090909093	0,08333333333333333	141	0	4	low-spending
12594.0	Italy	1772	49	24	8,95	0,29	2,2344736842105246	0,75	1068	626	78	medium-spending
17504.0	United Kingdom	1664	112	200	16,95	0,29	3,4095275590551166	0,75	1305	216	143	medium-spending
16387.0	United Kingdom	44	4	93	5,95	1,25	3,16	0,08333333333333333	36	4	4	low-spending
12664.0	Finland	1188	9	66	4,15	0,55	3,3621428571428567	0,75	48	828	312	high-spending
16618.0	United Kingdom	1363	79	94	16,95	0,29	3,626041666666665	0,4166666666666667	1094	194	75	high-spending
17277.0	United Kingdom	430	67	36	9,95	0,29	3,351594202898549	0,16666666666666666	222	127	81	high-spending
14088.0	United Kingdom	12665	379	100	110,0	0,72	5,730696095076383	1,0833333333333333	2946	4965	4754	high-spending
17094.0	United Kingdom	152	14	32	7,95	0,85	2,146428571428572	0,08333333333333333	110	12	30	medium-spending
14692.0	United Kingdom	265	53	32	8,25	0,85	2,9323529411764713	0,3333333333333333	157	81	27	low-spending
12970.0	United Kingdom	310	116	75	12,75	0,29	2,0307947019867543	0,3333333333333333	239	47	24	low-spending
G541809	United Kingdom	227	40	61	24,96	2,08	5,702926829268294	0,08333333333333333	0	123	104	high-spending
G541810	United Kingdom	39	21	52	16,63	0,42	5,779047619047617	0,08333333333333333	6	7	26	medium-spending
G541811	United Kingdom	28	17	58	20,79	0,83	6,020588235294117	0,08333333333333333	12	6	10	low-spending
G541827	United Kingdom	731	220	43	24,96	0,42	3,117636363636362	0,08333333333333333	497	141	93	high-spending
G541830	United Kingdom	244	114	207	33,29	0,42	4,644347826086955	0,08333333333333333	103	65	76	high-spending
17889.0	United Kingdom	79	20	52	8,5	0,42	3,4580952380952383	0,16666666666666666	55	9	15	low-spending
17714.0	United Kingdom	92	10	88	3,75	1,25	2,05	0,08333333333333333	72	20	0	low-spending
12916.0	United Kingdom	1119	53	35	12,75	0,29	4,126635514018689	0,3333333333333333	516	414	189	high-spending
17769.0	United Kingdom	1862	200	22	16,65	0,29	3,0608709677419403	0,8333333333333334	1264	322	276	medium-spending
14450.0	United Kingdom	241	32	23	5,75	0,14	2,7905000000000006	0,25	134	65	42	medium-spending
16085.0	United Kingdom	636	123	54	12,75	0,29	2,387125748502992	0,4166666666666667	501	96	39	medium-spending
13659.0	United Kingdom	894	92	69	65,0	0,29	3,8291346153846137	0,16666666666666666	631	207	56	high-spending
15167.0	United Kingdom	67	39	48	8,5	0,85	2,6743902439024394	0,08333333333333333	39	19	9	medium-spending
15443.0	United Kingdom	1663	237	186	16,95	0,29	2,966649214659689	0,5833333333333334	1169	343	151	high-spending
14224.0	United Kingdom	514	105	1	24,95	0,29	3,857796610169488	0,3333333333333333	370	95	49	medium-spending
13742.0	United Kingdom	1124	200	93	16,95	0,29	4,103551401869165	1,0	650	229	245	medium-spending
17673.0	United Kingdom	1487	118	81	6,75	0,12	1,6033920704845812	0,5	1281	187	19	medium-spending
12727.0	France	2068	108	90	10,65	0,06	2,4331818181818154	0,5833333333333334	1592	322	154	high-spending
14068.0	United Kingdom	73	22	108	8,5	1,25	4,091666666666668	0,08333333333333333	12	37	24	medium-spending
13068.0	United Kingdom	200	1	235	1,79	1,65	1,72	0,16666666666666666	200	0	0	medium-spending
G541869	United Kingdom	115	44	49	11,63	0,42	4,324090909090909	0,08333333333333333	59	27	29	medium-spending
G541870	United Kingdom	75	42	118	24,96	0,83	5,353571428571429	0,08333333333333333	13	12	50	medium-spending
G541871	United Kingdom	75	40	136	24,96	0,42	4,229999999999999	0,08333333333333333	32	25	18	medium-spending
14368.0	United Kingdom	36	8	133	14,95	1,65	6,125	0,08333333333333333	12	6	18	low-spending
15497.0	United Kingdom	624	13	93	10,95	0,65	3,5933333333333333	0,16666666666666666	448	108	68	high-spending
12559.0	Germany	281	20	100	12,75	0,29	2,8265	0,16666666666666666	138	130	13	medium-spending
G541878	United Kingdom	40	25	114	24,96	1,63	6,3268	0,08333333333333333	2	11	27	medium-spending
G541879	United Kingdom	20	13	86	10,79	1,63	5,665384615384616	0,08333333333333333	1	6	13	low-spending
13819.0	United Kingdom	1109	26	194	12,75	0,42	2,003611111111112	0,25	1058	34	17	medium-spending
14501.0	United Kingdom	161	9	142	6,45	0,42	2,175	0,16666666666666666	140	18	3	low-spending
14782.0	United Kingdom	114	6	173	3,75	1,25	2,5166666666666666	0,08333333333333333	72	42	0	medium-spending
17861.0	United Kingdom	1988	172	168	16,95	0,12	2,4218018018018013	0,6666666666666666	1784	139	65	medium-spending
14439.0	Greece	526	32	132	14,95	1,25	6,4809375	0,08333333333333333	108	120	298	high-spending
18161.0	United Kingdom	812	49	12	12,75	0,29	3,6401249999999967	0,4166666666666667	595	120	97	medium-spending
15820.0	United Kingdom	128	17	153	5,45	0,95	2,2494117647058824	0,08333333333333333	111	12	5	medium-spending
18136.0	United Kingdom	379	34	86	8,5	0,42	2,7284210526315795	0,25	244	68	67	medium-spending
16660.0	United Kingdom	571	16	73	5,95	0,83	2,499375	0,3333333333333333	292	264	15	medium-spending
12693.0	Germany	247	34	284	9,95	0,65	4,004857142857143	0,3333333333333333	130	62	55	medium-spending
12625.0	Germany	1597	72	147	10,95	0,42	1,794523809523809	0,16666666666666666	1267	270	60	high-spending
13396.0	United Kingdom	600	42	135	25,0	0,42	3,894883720930233	0,16666666666666666	338	186	76	high-spending
G541969	United Kingdom	211	87	185	19,96	0,42	4,0955172413793095	0,08333333333333333	48	118	45	high-spending
15179.0	United Kingdom	1938	91	335	9,95	0,19	2,617419354838708	0,4166666666666667	1661	185	92	medium-spending
G541971	United Kingdom	97	60	353	24,96	0,42	4,399	0,08333333333333333	36	27	34	medium-spending
12935.0	United Kingdom	1853	80	191	9,95	0,29	2,032325581395348	0,5833333333333334	1589	207	57	medium-spending
16730.0	United Kingdom	994	75	301	6,95	0,12	1,4010975609756102	0,25	933	40	21	medium-spending
14541.0	United Kingdom	647	71	54	10,95	0,21	2,4640540540540528	0,6666666666666666	370	140	137	medium-spending
G541975	Hong Kong	662	26	66	9,95	0,29	2,6000000000000005	0,08333333333333333	378	254	30	high-spending
13551.0	United Kingdom	12	4	56	12,75	5,95	7,65	0,08333333333333333	0	0	12	low-spending
12421.0	Spain	478	31	136	12,75	0,39	2,2295121951219516	0,3333333333333333	389	68	21	medium-spending
G541982	United Kingdom	1	1	3	1,25	1,25	1,25	0,08333333333333333	1	0	0	low-spending
15052.0	United Kingdom	82	27	96	39,95	0,29	3,511333333333333	0,08333333333333333	53	27	2	medium-spending
14130.0	United Kingdom	258	66	858	14,95	0,29	2,8653731343283564	0,08333333333333333	192	45	21	high-spending
15222.0	United Kingdom	440	5	1122	1,65	0,72	1,344	0,08333333333333333	440	0	0	high-spending
13615.0	United Kingdom	189	23	388	7,95	0,55	3,387391304347827	0,08333333333333333	120	48	21	medium-spending
13901.0	United Kingdom	1739	144	276	59,95	0,19	3,7404697986577142	0,4166666666666667	1356	266	117	high-spending
G541993	United Kingdom	41	24	200	20,79	0,79	5,656666666666665	0,08333333333333333	6	7	28	medium-spending
13158.0	United Kingdom	784	59	120	6,75	0,14	2,0106329113924053	0,3333333333333333	634	140	10	medium-spending
G541999	United Kingdom	197	86	384	24,96	0,42	3,6082558139534866	0,08333333333333333	56	92	49	high-spending
14257.0	United Kingdom	1682	88	144	35,95	0,39	2,8388679245283015	0,4166666666666667	1267	285	130	high-spending
15218.0	United Kingdom	3329	77	60	12,75	0,29	3,0930120481927688	0,9166666666666666	2266	801	262	high-spending
15110.0	United Kingdom	246	17	66	39,95	0,85	7,377142857142857	0,3333333333333333	72	122	52	medium-spending
15967.0	United Kingdom	211	73	156	12,5	0,39	2,8676190476190464	0,16666666666666666	148	39	24	medium-spending
16757.0	United Kingdom	81	7	188	2,95	0,42	1,3628571428571432	0,08333333333333333	48	33	0	low-spending
13815.0	Germany	2540	131	144	29,95	0,21	2,2992485549132926	0,3333333333333333	1931	522	87	high-spending
18008.0	United Kingdom	1581	24	90	12,75	0,21	3,8	0,75	1555	10	16	medium-spending
14534.0	United Kingdom	2046	330	199	16,95	0,04	3,31681467181468	1,5	1233	548	265	medium-spending
13703.0	United Kingdom	10	1	195	9,95	9,95	9,95	0,08333333333333333	0	0	10	low-spending
15339.0	United Kingdom	416	77	254	8,5	0,19	2,3739534883720914	0,16666666666666666	314	79	23	medium-spending
12744.0	Singapore	5234	177	96	125,0	0,19	3,679488372093025	0,3333333333333333	3782	925	527	high-spending
12854.0	United Kingdom	627	95	150	12,75	0,42	2,7746363636363616	0,25	428	130	69	medium-spending
16222.0	United Kingdom	365	120	336	15,95	0,29	3,2249635036496307	0,08333333333333333	220	100	45	high-spending
G542109	United Kingdom	300	43	171	24,96	1,25	5,540681818181817	0,08333333333333333	28	170	102	high-spending
14341.0	United Kingdom	1403	109	120	12,75	0,19	2,5538759689922492	0,6666666666666666	961	375	67	medium-spending
13168.0	United Kingdom	682	102	104	12,75	0,42	3,165267175572516	0,3333333333333333	425	181	76	medium-spending
16943.0	United Kingdom	145	23	138	15,95	1,49	6,8224242424242405	0,25	24	30	91	medium-spending
G542115	United Kingdom	72	41	220	33,33	1,63	7,43341463414634	0,08333333333333333	1	12	59	medium-spending
17515.0	United Kingdom	243	49	12	14,95	0,83	3,740804597701149	0,3333333333333333	154	59	30	medium-spending
17082.0	United Kingdom	1049	75	142	125,0	0,19	4,2245679012345665	0,16666666666666666	731	254	64	high-spending
14248.0	United Kingdom	102	8	1941	8,5	0,42	3,0525	0,08333333333333333	72	4	26	medium-spending
G542127	United Kingdom	1	1	3154	12,75	12,75	12,75	0,08333333333333333	0	0	1	low-spending
12609.0	Germany	639	56	106	8,25	0,19	2,7556140350877207	0,25	476	128	35	medium-spending
13002.0	United Kingdom	73	7	1167	9,95	1,25	2,821428571428572	0,08333333333333333	66	6	1	low-spending
16133.0	United Kingdom	8887	219	76	110,0	0,12	3,2128106508875787	2,75	6855	1289	743	medium-spending
13049.0	United Kingdom	268	14	120	12,75	0,42	3,933571428571428	0,16666666666666666	148	84	36	medium-spending
G542135	United Kingdom	5	4	104	2,95	0,55	1,925	0,08333333333333333	3	2	0	low-spending
G542136	United Kingdom	2	1	66	0,42	0,42	0,42	0,08333333333333333	2	0	0	low-spending
G542137	United Kingdom	8	2	12	2,55	1,25	1,9	0,08333333333333333	6	2	0	low-spending
14548.0	United Kingdom	256	2	60	2,55	2,55	2,55	0,16666666666666666	0	256	0	medium-spending
13405.0	United Kingdom	163	24	305	12,75	0,83	5,2620000000000005	0,16666666666666666	48	72	43	medium-spending
16043.0	United Kingdom	503	30	39	16,95	0,42	4,506923076923076	0,3333333333333333	401	46	56	medium-spending
14049.0	United Kingdom	3870	348	88	65,0	0,21	2,570655737704919	0,3333333333333333	3221	409	240	high-spending
15812.0	United Kingdom	922	36	71	35,95	0,42	5,05170731707317	0,4166666666666667	554	141	227	medium-spending
13837.0	United Kingdom	183	17	234	4,65	0,42	2,1978947368421053	0,16666666666666666	141	40	2	low-spending
17118.0	United Kingdom	154	10	60	2,55	0,29	1,358	0,08333333333333333	136	18	0	low-spending
14616.0	United Kingdom	104	2	215	4,95	0,42	3,44	0,25	24	0	80	low-spending
14233.0	United Kingdom	680	30	63	5,95	0,29	2,7905714285714294	0,3333333333333333	490	68	122	medium-spending
17075.0	United Kingdom	292	62	91	19,95	0,42	3,8464935064935046	0,3333333333333333	144	89	59	medium-spending
16714.0	United Kingdom	609	76	184	125,0	0,42	3,4123913043478233	0,16666666666666666	471	117	21	high-spending
13098.0	United Kingdom	15968	156	181	14,95	0,1	2,7601223776223853	2,333333333333333	11880	2978	1110	high-spending
17027.0	United Kingdom	421	110	184	9,95	0,55	2,642156862745096	0,5	307	65	49	low-spending
17786.0	United Kingdom	200	57	235	8,5	0,29	2,1241666666666656	0,16666666666666666	150	45	5	low-spending
12591.0	Italy	225	25	478	9,95	0,55	2,8120000000000003	0,08333333333333333	178	36	11	medium-spending
16124.0	United Kingdom	48	11	136	16,95	1,25	8,55	0,08333333333333333	20	10	18	medium-spending
16409.0	United Kingdom	1306	145	48	12,75	0,29	2,7078448275862086	0,4166666666666667	984	243	79	medium-spending
13754.0	United Kingdom	214	11	84	10,95	0,55	2,3375	0,16666666666666666	192	18	4	low-spending
15227.0	United Kingdom	750	43	2	16,95	0,29	4,578448275862066	0,4166666666666667	600	92	58	medium-spending
12997.0	United Kingdom	664	45	24	20,8	0,08	3,294237288135593	0,3333333333333333	430	186	48	medium-spending
G542252	United Kingdom	55	36	42	16,63	1,63	5,240833333333333	0,08333333333333333	5	14	36	medium-spending
G542255	United Kingdom	162	95	56	24,96	0,42	5,3553684210526304	0,08333333333333333	68	33	61	high-spending
16918.0	United Kingdom	721	97	53	12,75	0,29	2,080624999999999	0,5	525	170	26	medium-spending
16882.0	United Kingdom	424	39	59	9,95	0,29	2,7671794871794875	0,25	323	71	30	medium-spending
14442.0	Channel Islands	482	58	44	24,95	0,42	6,323492063492062	0,16666666666666666	262	81	139	high-spending
16496.0	United Kingdom	1111	92	68	12,75	0,29	2,8450526315789477	0,25	875	170	66	high-spending
12764.0	Lebanon	386	45	98	14,95	0,55	5,3875555555555525	0,08333333333333333	118	128	140	high-spending
17311.0	United Kingdom	1005	55	60	16,95	0,29	3,0627272727272725	0,16666666666666666	844	108	53	high-spending
G542344	United Kingdom	211	90	52	24,96	0,42	5,507777777777778	0,08333333333333333	102	43	66	high-spending
15910.0	United Kingdom	1015	215	92	12,75	0,12	1,8127340823970013	0,6666666666666666	876	107	32	low-spending
16949.0	United Kingdom	791	57	44	125,0	0,12	6,396666666666668	0,5	733	33	25	medium-spending
14970.0	United Kingdom	250	24	92	8,95	0,83	6,174411764705884	0,3333333333333333	13	12	225	medium-spending
14701.0	United Kingdom	932	268	252	39,95	0,29	3,1249850746268737	0,75	534	281	117	medium-spending
12645.0	Germany	1076	57	178	4,95	0,42	1,7189855072463769	0,3333333333333333	846	206	24	medium-spending
12468.0	Germany	362	35	144	12,75	0,42	2,7102777777777787	0,16666666666666666	262	78	22	medium-spending
16767.0	United Kingdom	4435	148	174	10,95	0,19	1,612297297297295	0,9166666666666666	3541	798	96	high-spending
14738.0	United Kingdom	601	39	220	19,95	0,19	3,3187037037037017	0,5833333333333334	250	292	59	medium-spending
17540.0	United Kingdom	194	20	186	8,5	1,25	3,5340000000000007	0,16666666666666666	93	32	69	medium-spending
G542387	United Kingdom	4	3	202	2,1	1,45	1,8833333333333333	0,08333333333333333	1	3	0	low-spending
14239.0	United Kingdom	993	83	130	16,95	0,29	3,606696428571424	0,9166666666666666	424	414	155	medium-spending
18125.0	United Kingdom	804	164	90	12,75	0,21	2,225459183673469	0,3333333333333333	636	139	29	medium-spending
13328.0	United Kingdom	680	17	176	3,75	0,42	1,8776470588235288	0,08333333333333333	472	208	0	high-spending
15549.0	United Kingdom	695	103	104	15,95	0,29	3,3020175438596464	0,25	417	197	81	high-spending
15864.0	United Kingdom	1192	16	82	8,95	1,04	2,7265000000000006	0,5	996	148	48	medium-spending
14662.0	United Kingdom	602	143	313	9,95	0,21	2,3802380952380946	0,3333333333333333	491	78	33	medium-spending
17180.0	United Kingdom	683	91	103	12,75	0,29	1,8921874999999992	0,3333333333333333	615	55	13	medium-spending
15057.0	United Kingdom	668	25	129	14,95	0,42	3,5916	0,16666666666666666	486	108	74	high-spending
12574.0	France	59	10	229	9,95	1,25	3,9200000000000013	0,08333333333333333	12	38	9	medium-spending
13330.0	United Kingdom	751	37	6	10,95	0,19	2,0203773584905664	0,25	638	86	27	medium-spending
13552.0	United Kingdom	1417	82	245	12,75	0,42	3,9112844036697214	1,0	681	454	282	medium-spending
12853.0	United Kingdom	800	66	338	12,75	0,55	4,25051282051282	0,5	498	178	124	medium-spending
13538.0	United Kingdom	175	10	6	8,25	5,95	7,476400000000003	0,5833333333333334	0	0	175	medium-spending
16755.0	United Kingdom	1064	133	361	9,95	0,19	2,750352941176467	0,25	836	168	60	high-spending
14133.0	United Kingdom	348	25	89	35,95	0,83	3,795	0,25	288	46	14	medium-spending
16523.0	United Kingdom	4265	151	74	16,95	0,19	3,613206896551727	1,75	1696	2211	358	medium-spending
14659.0	United Kingdom	1195	147	93	12,75	0,29	2,937509881422924	0,75	780	263	152	medium-spending
13141.0	United Kingdom	1548	113	83	12,75	0,1	2,202444444444444	0,4166666666666667	1133	336	79	high-spending
15365.0	United Kingdom	1084	65	81	11,95	0,42	3,0884210526315785	0,5833333333333334	643	246	195	medium-spending
13707.0	United Kingdom	351	48	109	35,95	0,29	4,463333333333332	0,16666666666666666	227	54	70	medium-spending
G542536	United Kingdom	175	36	4	24,96	1,63	5,32	0,08333333333333333	32	81	62	high-spending
G542541	United Kingdom	181	86	37	24,96	0,83	5,258255813953489	0,08333333333333333	29	104	48	high-spending
13709.0	United Kingdom	3516	244	33	25,0	0,22	3,551071428571435	1,0833333333333333	2768	410	338	high-spending
17329.0	United Kingdom	142	29	36	8,25	1,25	4,129393939393939	0,16666666666666666	5	99	38	medium-spending
G542594	United Kingdom	1	1	155	1,25	1,25	1,25	0,08333333333333333	1	0	0	low-spending
14805.0	United Kingdom	115	30	154	9,95	1,45	5,808085106382978	0,3333333333333333	36	13	66	low-spending
16897.0	United Kingdom	73	37	47	14,95	1,25	5,099729729729729	0,16666666666666666	27	23	23	low-spending
15579.0	United Kingdom	120	45	76	10,95	0,42	4,046666666666668	0,16666666666666666	70	17	33	medium-spending
14595.0	United Kingdom	978	94	62	12,75	0,39	2,9027450980392144	0,5	685	210	83	medium-spending
13161.0	United Kingdom	29	8	177	8,5	1,25	4,8625	0,08333333333333333	1	20	8	low-spending
15415.0	United Kingdom	575	46	120	8,5	0,29	1,7456250000000004	0,08333333333333333	540	33	2	high-spending
17431.0	United Kingdom	292	41	2	7,65	0,29	1,9611627906976743	0,08333333333333333	251	27	14	medium-spending
17463.0	United Kingdom	1095	162	77	16,65	0,29	2,7946046511627913	0,4166666666666667	781	213	101	medium-spending
14502.0	United Kingdom	1482	367	72	16,95	0,12	2,382487961476736	0,9166666666666666	1145	201	136	medium-spending
12528.0	Germany	740	49	46	16,95	0,42	4,614999999999998	0,5	548	93	99	medium-spending
G542622	United Kingdom	129	64	68	24,96	0,83	5,84646153846154	0,08333333333333333	66	25	38	high-spending
17239.0	United Kingdom	150	15	57	9,95	0,55	4,066666666666666	0,08333333333333333	82	48	20	medium-spending
G542624	United Kingdom	38	31	76	15,79	0,79	5,138064516129031	0,08333333333333333	1	17	20	medium-spending
G542625	United Kingdom	52	30	97	24,96	1,63	6,227999999999999	0,08333333333333333	8	16	28	medium-spending
14426.0	United Kingdom	2699	183	59	16,95	0,29	3,2663392857142832	0,8333333333333334	2084	419	196	medium-spending
G542633	United Kingdom	101	30	47	16,63	1,25	4,407333333333331	0,08333333333333333	4	71	26	medium-spending
15448.0	United Kingdom	232	28	62	14,95	0,85	3,577857142857144	0,08333333333333333	164	50	18	high-spending
17314.0	United Kingdom	1896	120	52	12,5	0,29	2,4580916030534343	0,6666666666666666	1577	198	121	medium-spending
17373.0	United Kingdom	408	47	47	7,95	0,55	1,8789473684210531	0,3333333333333333	315	77	16	medium-spending
18145.0	United Kingdom	2625	174	54	29,95	0,19	1,8014479638009018	0,3333333333333333	2318	258	49	high-spending
G542664	United Kingdom	122	56	104	24,96	0,83	5,231428571428569	0,08333333333333333	27	33	62	high-spending
14467.0	United Kingdom	278	67	69	14,95	0,55	2,758555555555553	0,3333333333333333	175	84	19	low-spending
12908.0	United Kingdom	1200	1	172	0,72	0,53	0,625	0,16666666666666666	1200	0	0	medium-spending
15144.0	United Kingdom	3050	132	132	9,95	0,29	2,900599078341016	1,4166666666666667	1562	1126	362	medium-spending
14776.0	United Kingdom	3134	44	58	2,1	0,21	0,9858119658119656	0,9166666666666666	2994	140	0	medium-spending
16403.0	United Kingdom	114	10	92	1,95	0,65	1,61	0,08333333333333333	114	0	0	medium-spending
16407.0	United Kingdom	1124	99	56	14,95	0,29	2,9607558139534835	0,8333333333333334	928	123	73	medium-spending
17619.0	United Kingdom	127	71	96	7,95	0,29	1,8036363636363637	0,08333333333333333	90	32	5	medium-spending
12778.0	Netherlands	817	39	75	14,95	0,21	1,8743181818181809	0,5	796	15	6	low-spending
17256.0	United Kingdom	141	12	47	5,95	0,42	2,448125	0,16666666666666666	120	19	2	low-spending
17604.0	United Kingdom	169	57	77	8,5	0,29	2,5342857142857134	0,16666666666666666	103	53	13	low-spending
14006.0	United Kingdom	641	22	50	15,95	0,55	2,3706666666666667	0,25	620	10	11	medium-spending
13600.0	United Kingdom	324	19	59	14,95	0,21	3,0642105263157906	0,08333333333333333	309	4	11	medium-spending
15058.0	United Kingdom	1069	199	64	19,95	0,29	2,8641666666666685	0,9166666666666666	673	318	78	medium-spending
15240.0	United Kingdom	1369	58	56	12,75	0,1	2,5883333333333334	0,4166666666666667	1163	158	48	medium-spending
17147.0	United Kingdom	882	68	62	12,75	0,29	3,190987654320986	0,3333333333333333	644	158	80	medium-spending
13881.0	United Kingdom	10118	72	72	12,75	0,19	2,6765168539325845	1,6666666666666667	7284	2240	594	high-spending
16570.0	United Kingdom	2112	68	57	9,95	0,39	3,1751587301587283	0,8333333333333334	1652	302	158	medium-spending
16612.0	United Kingdom	506	48	44	9,95	0,83	3,234696969696971	0,3333333333333333	244	202	60	medium-spending
G542794	United Kingdom	76	48	90	24,96	0,42	5,120416666666666	0,08333333333333333	22	24	30	medium-spending
17356.0	United Kingdom	166	19	71	3,75	0,29	1,1215789473684208	0,08333333333333333	160	6	0	medium-spending
12836.0	United Kingdom	1064	148	101	16,95	0,29	4,287828571428578	0,3333333333333333	608	256	200	high-spending
14850.0	United Kingdom	293	21	108	8,5	0,55	1,490476190476191	0,08333333333333333	279	13	1	medium-spending
13939.0	United Kingdom	847	43	64	12,75	0,19	1,1835555555555557	0,25	823	22	2	medium-spending
16745.0	United Kingdom	6735	148	68	7,95	0,21	1,922408963585433	1,4166666666666667	5802	674	259	medium-spending
G542849	United Kingdom	15	2	104	4,25	2,95	3,6	0,08333333333333333	0	12	3	low-spending
13606.0	United Kingdom	279	40	68	14,95	0,19	2,2688372093023252	0,25	263	13	3	low-spending
